58.83197,-2.96245
58.83196,-2.96261
58.83196,-2.9628
58.83197,-2.96292
58.83194,-2.96289
58.83191,-2.96287
58.83079,-2.96285
58.83065,-2.96282
58.83052,-2.96277
58.83027,-2.96255
58.82999,-2.96227
58.82985,-2.96218
58.82972,-2.96212
58.829,-2.96204
58.82881,-2.96203
58.82866,-2.96206
58.82861,-2.96207
58.82849,-2.96212
58.82841,-2.96216
58.82745,-2.96254
58.82717,-2.96257
58.82693,-2.96252
58.82673,-2.96242
58.82667,-2.96238
58.82647,-2.96223
58.82645,-2.9622
58.82642,-2.96217
58.8264,-2.96214
58.82633,-2.96203
58.8263,-2.96198
58.82622,-2.9618
58.82605,-2.96125
58.826,-2.96113
58.82598,-2.9611
58.82596,-2.96106
58.82593,-2.96106
58.82581,-2.96113
58.82573,-2.96119
58.82566,-2.96124
58.82562,-2.96126
58.82558,-2.96127
58.82541,-2.96128
58.82532,-2.9613
58.82523,-2.96132
58.8251,-2.96133
58.82486,-2.96137
58.82482,-2.96137
58.82474,-2.96139
58.82462,-2.96134
58.82455,-2.96129
58.82451,-2.96126
58.82442,-2.9611
58.82438,-2.96099
58.82435,-2.96091
58.82433,-2.96082
58.82431,-2.9607
58.82427,-2.96
58.82423,-2.95955
58.82421,-2.95941
58.82418,-2.95915
58.82411,-2.95877
58.82404,-2.9585
58.824,-2.95834
58.82397,-2.95823
58.82394,-2.95814
58.82393,-2.95809
58.82372,-2.95735
58.82364,-2.95712
58.82344,-2.95642
58.82312,-2.95527
58.82291,-2.95457
58.82298,-2.95447
58.82304,-2.95438
58.82324,-2.95404
58.82348,-2.9536
58.82355,-2.95349
58.82379,-2.95316
58.82382,-2.95312
58.82395,-2.95298
58.82409,-2.95286
58.82427,-2.95273
58.82456,-2.95258
58.82558,-2.95208
58.82615,-2.9518
58.82691,-2.95143
58.82735,-2.95122
58.8277,-2.95105
58.83017,-2.94985
58.83036,-2.94976
58.83054,-2.94963
58.83066,-2.94951
58.83074,-2.94943
58.83093,-2.94916
58.83113,-2.94874
58.8321,-2.94604
58.83275,-2.94423
58.83289,-2.94371
58.83299,-2.94322
58.83304,-2.94261
58.83305,-2.94235
58.83305,-2.94205
58.83302,-2.94154
58.83287,-2.94037
58.83282,-2.93993
58.8328,-2.93951
58.8328,-2.93903
58.83287,-2.93836
58.83329,-2.93598
58.83343,-2.9352
58.8336,-2.93431
58.83386,-2.93311
58.8346,-2.92961
58.83467,-2.92929
58.83514,-2.92693
58.83516,-2.92685
58.8352,-2.92664
58.83535,-2.92595
58.83538,-2.92581
58.8356,-2.92476
58.83561,-2.92468
58.83565,-2.92454
58.83575,-2.92408
58.83614,-2.92233
58.83642,-2.92112
58.83671,-2.91994
58.83674,-2.91973
58.83675,-2.91968
58.83679,-2.91947
58.83683,-2.91895
58.8369,-2.91691
58.83699,-2.91616
58.83723,-2.91472
58.83746,-2.91344
58.83755,-2.9125
58.83764,-2.91138
58.83773,-2.9104
58.83785,-2.90969
58.83795,-2.90933
58.83807,-2.90899
58.83828,-2.90847
58.83844,-2.90819
58.83847,-2.90814
58.83848,-2.90812
58.83862,-2.90792
58.83886,-2.9076
58.84279,-2.90277
58.84292,-2.90261
58.84304,-2.90248
58.84311,-2.90242
58.8432,-2.90236
58.84328,-2.90233
58.84337,-2.90232
58.84345,-2.90233
58.84358,-2.90236
58.8437,-2.90243
58.84381,-2.90254
58.84389,-2.90266
58.84397,-2.90279
58.8445,-2.90365
58.84471,-2.90396
58.84493,-2.90422
58.84515,-2.90435
58.84528,-2.90442
58.84554,-2.90456
58.84562,-2.90462
58.84582,-2.90477
58.84649,-2.90542
58.84672,-2.90563
58.84714,-2.90603
58.84726,-2.90616
