58.96362,-3.29511
58.96254,-3.29493
58.95631,-3.2937
58.9468,-3.29395
58.9464,-3.30274
58.9464,-3.3126
58.94609,-3.32034
58.946,-3.32357
58.94579,-3.32694
58.94455,-3.34072
58.94359,-3.35144
58.94256,-3.3625
58.94161,-3.37337
58.94044,-3.3845
58.93831,-3.39577
58.93817,-3.39654
58.93699,-3.40168
58.93392,-3.41067
58.93306,-3.41245
58.9295,-3.41782
58.92589,-3.42142
58.92205,-3.42489
58.91436,-3.43197
58.90677,-3.43892
58.89904,-3.44617
58.89519,-3.44949
58.89123,-3.45256
58.8835,-3.45826
58.87932,-3.46122
58.87565,-3.4634
58.87126,-3.46545
58.86442,-3.46834
58.86073,-3.4696
58.85295,-3.47199
58.84526,-3.47437
58.83752,-3.4765
58.82974,-3.47887
58.82209,-3.48098
58.81449,-3.4829
58.79923,-3.48723
58.79145,-3.4892
58.78372,-3.49145
58.77587,-3.49351
58.76798,-3.49584
58.75251,-3.50017
58.7447,-3.50208
58.73683,-3.5036
58.72912,-3.50531
58.72136,-3.50705
58.71354,-3.50896
58.70578,-3.51094
58.69009,-3.51439
58.67444,-3.5176
58.66674,-3.51936
58.65883,-3.52112
58.65094,-3.52237
58.64303,-3.52378
58.6351,-3.52534
58.62865,-3.52687
58.6271,-3.52742
58.6234,-3.52879
58.61929,-3.53015
58.61573,-3.53182
58.61338,-3.53376
58.61175,-3.53591
58.61061,-3.538
58.60984,-3.54015
58.60973,-3.54083
58.61019,-3.54088
58.61204,-3.54012
